Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2138926,2016-01-04 17:04:03,2016-11-23 00:30:25,9297076,853234862,0,91,303,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002088/SRR2138926,SRX1127990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019392,SAMN03948198,simple,10090,Mus musculus,GSM1839514,,,,,,,no,,,,,GEO,SRA281408,,public,13BAE8FD75DC6C1997EC4E044E39CB66,799FECC6DD28CE24E963CDEC2ADB67DE
SRR2138927,2016-01-04 17:04:03,2016-11-22 01:05:00,8213920,752500841,0,91,261,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002088/SRR2138927,SRX1127991,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019391,SAMN03948199,simple,10090,Mus musculus,GSM1839515,,,,,,,no,,,,,GEO,SRA281408,,public,851536BAD93140D553EEB8CB1046F403,B7090BF64A9B22CEEC8729BB7361F987
SRR2138928,2016-01-04 17:04:03,2016-11-22 01:07:19,11480989,1059435677,0,92,335,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002088/SRR2138928,SRX1127992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019390,SAMN03948200,simple,10090,Mus musculus,GSM1839516,,,,,,,no,,,,,GEO,SRA281408,,public,3CF3D030F2475DEAD14BAE5898C7B9CE,6A802E681F6009ADA6BDEDEF877C22B6
SRR2138929,2016-01-04 17:04:03,2016-11-22 01:09:35,11027806,1015040189,0,92,352,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002088/SRR2138929,SRX1127993,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019389,SAMN03948201,simple,10090,Mus musculus,GSM1839517,,,,,,,no,,,,,GEO,SRA281408,,public,3BD45F0A30DDAE23DDA7FD0566D9264E,889038D81952D1C00C2863E8C94DD7B1
SRR2138930,2016-01-04 17:04:03,2016-11-23 00:38:51,9976481,919849579,0,92,317,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002088/SRR2138930,SRX1127994,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019388,SAMN03948202,simple,10090,Mus musculus,GSM1839518,,,,,,,no,,,,,GEO,SRA281408,,public,63FA6E89BF7C3442AB8A0AB5CF8C7B53,AD27DA2E74EF394E5A97AB96676664B4
SRR2138931,2016-01-04 17:04:03,2016-11-23 00:18:54,7738510,725759443,0,93,208,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002088/SRR2138931,SRX1127995,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019283,SAMN03948203,simple,10090,Mus musculus,GSM1839519,,,,,,,no,,,,,GEO,SRA281408,,public,85334852EC41C03FE4B3A4ED7D9CA38C,2FA8D87235C5EBC1B89BB7FBDAAD265B
SRR2138932,2016-01-04 17:04:03,2016-11-22 00:56:38,10883508,1015884242,0,93,344,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002088/SRR2138932,SRX1127996,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019387,SAMN03947967,simple,10090,Mus musculus,GSM1839520,,,,,,,no,,,,,GEO,SRA281408,,public,00BA7F84ED9E39CC652B61F036543883,8CD7E400131F7D6D0D8A05910C7921EC
SRR2138933,2016-01-04 17:04:03,2016-11-23 00:19:15,7379326,686407517,0,93,251,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002088/SRR2138933,SRX1127997,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019386,SAMN03947968,simple,10090,Mus musculus,GSM1839521,,,,,,,no,,,,,GEO,SRA281408,,public,DB126ED740C8F23D0CF5E4557508178C,944D70CFA081D2292D8D34143BFBB49B
SRR2138934,2016-01-04 17:04:03,2016-11-23 00:20:08,9258583,863498042,0,93,246,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002088/SRR2138934,SRX1127998,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019384,SAMN03947969,simple,10090,Mus musculus,GSM1839522,,,,,,,no,,,,,GEO,SRA281408,,public,CC57B598BA63A7CB9622A83F38D438C3,B9A5BE2FA09E051AEC239AAFE4A16566
SRR2138935,2016-01-04 17:04:03,2016-11-23 00:21:47,6788180,611598624,0,90,332,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002088/SRR2138935,SRX1127999,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019385,SAMN03947970,simple,10090,Mus musculus,GSM1839523,,,,,,,no,,,,,GEO,SRA281408,,public,A1F20A28FC74BF10A1F2CDA0929A7507,30356BD1A5B62ABA82F1DAF24F9E1593
SRR2138936,2016-01-04 17:04:03,2016-11-23 00:22:35,7350101,660591424,0,89,358,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/002088/SRR2138936,SRX1128000,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019383,SAMN03947971,simple,10090,Mus musculus,GSM1839524,,,,,,,no,,,,,GEO,SRA281408,,public,89EE1008B74BD9C0DBBE63783331983B,9D4B02885523E57A7F8A5DC69409A69C
SRR2138937,2016-01-04 17:04:03,2016-11-22 00:56:01,6567431,599232084,0,91,241,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002088/SRR2138937,SRX1128001,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019382,SAMN03947972,simple,10090,Mus musculus,GSM1839525,,,,,,,no,,,,,GEO,SRA281408,,public,50E5DD96B0892D877E4F8C91A835072B,4AA5D34C959C0ECED689A94114BF2561
SRR2138938,2016-01-04 17:04:03,2016-11-22 00:56:38,9326608,841165045,0,90,452,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002088/SRR2138938,SRX1128002,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019381,SAMN03947973,simple,10090,Mus musculus,GSM1839526,,,,,,,no,,,,,GEO,SRA281408,,public,037A20B5FC786826137EA5E2FEC161D7,BF62802DE177C2ABEBBF5C53FAC14151
SRR2138939,2016-01-04 17:04:03,2016-11-23 00:39:09,37059544,3337793171,0,90,1818,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002088/SRR2138939,SRX1128003,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019284,SAMN03947974,simple,10090,Mus musculus,GSM1839527,,,,,,,no,,,,,GEO,SRA281408,,public,7357A71B09B4E0D99839CA50400BE6B5,490002D521C7A79782C69C5CD9145868
SRR2138940,2016-01-04 17:04:03,2016-11-23 00:35:19,15501631,1404488816,0,90,759,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002088/SRR2138940,SRX1128004,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019380,SAMN03947975,simple,10090,Mus musculus,GSM1839528,,,,,,,no,,,,,GEO,SRA281408,,public,07D871FB88FF2173858E8951A30C1BB1,48121B9D73261650E6407037B000BE22
SRR2138941,2016-01-04 17:04:03,2016-11-22 01:00:07,16075007,1466397508,0,91,749,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002088/SRR2138941,SRX1128005,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019379,SAMN03947976,simple,10090,Mus musculus,GSM1839529,,,,,,,no,,,,,GEO,SRA281408,,public,7E61E0BA3DEDB017261BD0ECBFE1FBE4,A74501EC4A078B8D9C36C898DA583870
SRR2138942,2016-01-04 17:04:03,2016-11-23 00:24:31,15873562,1438445028,0,90,764,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002088/SRR2138942,SRX1128006,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019378,SAMN03947977,simple,10090,Mus musculus,GSM1839530,,,,,,,no,,,,,GEO,SRA281408,,public,DD901AD4FC519DBA4CA9D5D82D674823,3998EED3511EAD5320B3B24B7974DE3D
SRR2138943,2016-01-04 17:04:03,2016-11-22 01:03:37,17120888,1542692416,0,90,800,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002088/SRR2138943,SRX1128007,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019377,SAMN03947978,simple,10090,Mus musculus,GSM1839531,,,,,,,no,,,,,GEO,SRA281408,,public,F072725679BE9D77705B98DCEBCD29CC,1C21356744DDF56ADE1986C68B75DE3C
SRR2138944,2016-01-04 17:04:03,2016-11-22 01:02:37,18573829,1662649854,0,89,899,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002088/SRR2138944,SRX1128008,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019376,SAMN03947979,simple,10090,Mus musculus,GSM1839532,,,,,,,no,,,,,GEO,SRA281408,,public,D623DBCFE408ECFD0DE23E42B1D59F10,3F0ED343B0C1C125D554F617E024D008
SRR2138945,2016-01-04 17:04:03,2016-11-23 00:24:54,10941226,971830174,0,88,561,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002088/SRR2138945,SRX1128009,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019375,SAMN03947980,simple,10090,Mus musculus,GSM1839533,,,,,,,no,,,,,GEO,SRA281408,,public,1EFCF15605ACF6A173CAD6047E12A8CA,9BB84F1982838DB6ED65D2B98A70EFD5
SRR2138946,2016-01-04 17:04:03,2016-11-22 01:00:46,15661721,1406587685,0,89,741,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002088/SRR2138946,SRX1128010,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019374,SAMN03947981,simple,10090,Mus musculus,GSM1839534,,,,,,,no,,,,,GEO,SRA281408,,public,B49AC97669E34846D32D0FC3BF08C49F,BED171F9FA8ED658DADD5862E4FD2F67
SRR2138947,2016-01-04 17:04:03,2016-11-23 00:25:40,15821920,1419095734,0,89,742,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002088/SRR2138947,SRX1128011,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019373,SAMN03947982,simple,10090,Mus musculus,GSM1839535,,,,,,,no,,,,,GEO,SRA281408,,public,03487E97FFFFD5EE72878964FC963984,38115794A482B9AC38A42545FE626CAF
SRR2138948,2016-01-04 17:04:03,2016-11-23 00:23:27,14022922,1264345002,0,90,657,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/002088/SRR2138948,SRX1128012,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019372,SAMN03947983,simple,10090,Mus musculus,GSM1839536,,,,,,,no,,,,,GEO,SRA281408,,public,872BC9F114E708CDB25897A3C5EC02C1,D8AD1525BF3AD800567DB72424C0CE2B
SRR2138949,2016-01-04 17:04:03,2016-11-23 00:31:25,15974298,1440297129,0,90,757,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002088/SRR2138949,SRX1128013,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019371,SAMN03947984,simple,10090,Mus musculus,GSM1839537,,,,,,,no,,,,,GEO,SRA281408,,public,724A8832209B60081FDB35104F4EB050,31F9F1D28CE9C26B5D4863520F60FB92
SRR2138950,2016-01-04 17:04:03,2016-11-22 00:58:08,9753691,877588489,0,89,487,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002088/SRR2138950,SRX1128014,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019370,SAMN03947985,simple,10090,Mus musculus,GSM1839538,,,,,,,no,,,,,GEO,SRA281408,,public,AB0C9E821DD4EDAE7E65DC50232DA395,EFBB7762EC705F3A864A5342296C46FD
SRR2138951,2016-01-04 17:04:03,2016-11-22 01:02:11,13078504,1164479026,0,89,666,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002088/SRR2138951,SRX1128015,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019369,SAMN03947986,simple,10090,Mus musculus,GSM1839539,,,,,,,no,,,,,GEO,SRA281408,,public,FECA4C5549E81A07D5B2DC656DCFC795,38265F1E25D1873E90A2F28639BBB955
SRR2138952,2016-01-04 17:04:03,2016-11-22 00:58:21,8574569,772718886,0,90,408,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/002088/SRR2138952,SRX1128016,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019368,SAMN03947987,simple,10090,Mus musculus,GSM1839540,,,,,,,no,,,,,GEO,SRA281408,,public,9AA6ECEDA7E795B84CE50F6CBFC8F04E,E99962FA8873CA3203728AAEE10F1CC2
SRR2138953,2016-01-04 17:04:03,2016-11-22 01:03:25,9302547,833735827,0,89,444,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/002088/SRR2138953,SRX1128017,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019367,SAMN03947988,simple,10090,Mus musculus,GSM1839541,,,,,,,no,,,,,GEO,SRA281408,,public,0DA77F433D19C82D863B0C6BBDFCD38D,91DF32772D7B53A69A701F77A19F9A5F
SRR2138954,2016-01-04 17:04:03,2016-11-22 01:06:35,4602548,418019188,0,90,226,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/002088/SRR2138954,SRX1128018,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019366,SAMN03947989,simple,10090,Mus musculus,GSM1839542,,,,,,,no,,,,,GEO,SRA281408,,public,A64BB46267AAC0C25CA448159A7DFAB0,77DBFE0CE9BF1171C55288F8892BEB73
SRR2138955,2016-01-04 17:04:03,2016-11-23 00:39:52,9982213,894352813,0,89,371,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/002088/SRR2138955,SRX1128019,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019365,SAMN03947990,simple,10090,Mus musculus,GSM1839543,,,,,,,no,,,,,GEO,SRA281408,,public,FCF6829748D3E5125C320AABD0A7B83B,7A96281BFBE8DF0B0A2D04B4A68C1354
SRR2138956,2016-01-04 17:04:03,2016-11-23 00:36:14,8761704,793172372,0,90,328,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/002088/SRR2138956,SRX1128020,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019364,SAMN03947991,simple,10090,Mus musculus,GSM1839544,,,,,,,no,,,,,GEO,SRA281408,,public,7579369AA3183A2D17F2B9A929C660D7,08DEE3C324B369C70930DA40596A9944
SRR2138957,2016-01-04 17:04:03,2016-11-22 01:07:46,9593184,867879993,0,90,453,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/002088/SRR2138957,SRX1128021,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019363,SAMN03947992,simple,10090,Mus musculus,GSM1839545,,,,,,,no,,,,,GEO,SRA281408,,public,3287EBB87F25611394801E85BDBCD0FE,AF9CB42CBF01921B41E1FA962DECDA93
SRR2138958,2016-01-04 17:04:03,2016-11-23 00:36:21,5397608,490377719,0,90,261,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002088/SRR2138958,SRX1128022,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019362,SAMN03947993,simple,10090,Mus musculus,GSM1839546,,,,,,,no,,,,,GEO,SRA281408,,public,91DDC61087A117610A88741B4B67750D,4630B673B2B78E7A1AC97DE5AB38DEA8
SRR2138959,2016-01-04 17:04:03,2016-11-23 00:40:20,8012401,721274069,0,90,377,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/002088/SRR2138959,SRX1128023,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019361,SAMN03947998,simple,10090,Mus musculus,GSM1839547,,,,,,,no,,,,,GEO,SRA281408,,public,3C59EEFF1DC5D9158C648B142C622B91,8E28C0C8087357F54B2AF82EF097AB8F
SRR2138960,2016-01-04 17:04:03,2016-11-22 01:07:54,6993479,624547623,0,89,363,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002088/SRR2138960,SRX1128024,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019360,SAMN03947999,simple,10090,Mus musculus,GSM1839548,,,,,,,no,,,,,GEO,SRA281408,,public,64AAB2A81B429AB017B9B5CC4BCCC6E2,5FE4120C76355A60BE7644D6B9B1C14F
SRR2138961,2016-01-04 17:04:03,2016-11-22 01:07:57,5686030,516796674,0,90,277,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002088/SRR2138961,SRX1128025,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019285,SAMN03948000,simple,10090,Mus musculus,GSM1839549,,,,,,,no,,,,,GEO,SRA281408,,public,B3095EB8925B851DB9F053D9522020BF,A64751690F196C88CC3EA694AB81ECA3
SRR2138962,2016-01-04 17:04:03,2016-11-23 00:25:57,4653784,428017914,0,91,153,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002088/SRR2138962,SRX1128026,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019359,SAMN03948001,simple,10090,Mus musculus,GSM1839550,,,,,,,no,,,,,GEO,SRA281408,,public,90148DB67507FB0D0D83627CB9F113EE,BE2759B8535BA9BADE5752347A664E05
SRR2138963,2016-01-04 17:04:03,2016-11-22 01:03:16,6499837,587805507,0,90,317,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002088/SRR2138963,SRX1128027,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019357,SAMN03948002,simple,10090,Mus musculus,GSM1839551,,,,,,,no,,,,,GEO,SRA281408,,public,001EF6983A9E4219C4C3DFDD44FBB9BB,2A7EF39C01B1F81AA26BA86AEC3B5C31
SRR2138964,2016-01-04 17:04:03,2016-11-22 01:02:42,4862565,440246045,0,90,226,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002088/SRR2138964,SRX1128028,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019358,SAMN03947994,simple,10090,Mus musculus,GSM1839552,,,,,,,no,,,,,GEO,SRA281408,,public,AC0B3F413664F478EC1C2ED0BF6F4AB4,8203B01BA6FE1F2BAD710751DC368597
SRR2138965,2016-01-04 17:04:03,2016-11-23 00:33:43,22005426,2071598701,0,94,684,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002088/SRR2138965,SRX1128029,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019356,SAMN03947995,simple,10090,Mus musculus,GSM1839553,,,,,,,no,,,,,GEO,SRA281408,,public,095351CDCE062F31B7C96D12B8CCEA23,37E6045C974711AC815E087B0FD9D877
SRR2138966,2016-01-04 17:04:03,2016-11-23 00:30:29,10068075,934344038,0,92,345,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002088/SRR2138966,SRX1128030,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019286,SAMN03947996,simple,10090,Mus musculus,GSM1839554,,,,,,,no,,,,,GEO,SRA281408,,public,AB98E49E9E8524D290BB32BA09C1D3B1,E745E556115D4C0233D1C47F886094A6
SRR2138967,2016-01-04 17:04:03,2016-11-22 01:03:39,9916648,916872565,0,92,347,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002088/SRR2138967,SRX1128031,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019355,SAMN03947997,simple,10090,Mus musculus,GSM1839555,,,,,,,no,,,,,GEO,SRA281408,,public,EC34719A4763B78D0E7B899F13B0AF91,265099819F8E350F73FFCB8F52BF6B11
SRR2138968,2016-01-04 17:04:03,2016-11-22 01:03:44,10790987,1004128669,0,93,358,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002088/SRR2138968,SRX1128032,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019353,SAMN03948003,simple,10090,Mus musculus,GSM1839556,,,,,,,no,,,,,GEO,SRA281408,,public,2A892D7E97478111FAF1F14C70413E61,7B9743D3FD4D9BBA83E122D1678AD8B1
SRR2138969,2016-01-04 17:04:03,2016-11-23 00:31:02,8279705,768840926,0,92,285,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002088/SRR2138969,SRX1128033,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019354,SAMN03948004,simple,10090,Mus musculus,GSM1839557,,,,,,,no,,,,,GEO,SRA281408,,public,124D053A2879A90CC8CF76DC7BA845D0,D7546875D34DD423D6B4AE58E04445F9
SRR2138970,2016-01-04 17:04:03,2016-11-23 00:30:03,5564651,518881613,0,93,186,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/002088/SRR2138970,SRX1128034,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019352,SAMN03948005,simple,10090,Mus musculus,GSM1839558,,,,,,,no,,,,,GEO,SRA281408,,public,D6F57A68AAF9948265E78A7B07A9DBFE,D7FBF73CFAF7BEB0DF22DF81E15FCB2C
SRR2138971,2016-01-04 17:04:03,2016-11-23 00:31:01,6261503,586587075,0,93,224,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002088/SRR2138971,SRX1128035,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019351,SAMN03948006,simple,10090,Mus musculus,GSM1839559,,,,,,,no,,,,,GEO,SRA281408,,public,D56C1CAFE72A47A56438CB019EF685ED,260F48E7603D3B8C9B7BC819A48A598E
SRR2138972,2016-01-04 17:04:03,2016-11-22 01:03:47,6027683,563052764,0,93,217,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002088/SRR2138972,SRX1128036,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019350,SAMN03948007,simple,10090,Mus musculus,GSM1839560,,,,,,,no,,,,,GEO,SRA281408,,public,DA585E578AC8936DB450F6C0F493D1DA,EBEC6680532D7BD2E1902C39F7788C41
